Account length,International plan,Voice mail plan,Number voice mail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total charge
78,0,0,0,191.7,122,241.4,88,203.5,86,9.1,5,1,64.73
119,0,1,26,161.3,97,250.3,110,142.4,92,6.6,8,1,56.89
120,0,0,0,150.6,85,119,128,232.9,123,6.4,2,1,47.93
155,0,0,0,184.6,102,196,117,226.5,122,7.8,1,1,60.34
106,0,0,0,220.7,120,270.2,95,121.6,113,8.7,5,1,68.31
87,1,0,0,167.3,119,198.5,119,133.1,88,11,6,1,54.27
146,0,1,32,154,80,185.5,91,148.2,107,8.2,4,3,50.83
101,0,1,29,121.1,116,186.4,100,241.7,75,10.1,6,0,50.04
22,0,1,23,182.1,94,164.6,59,128.8,102,12.7,4,3,54.18
90,0,0,0,109.6,88,137.6,108,159.7,121,11,5,2,40.49
41,0,0,0,209.9,105,121.9,105,253.7,104,9.6,4,1,60.05
69,0,0,0,167.5,76,242.1,92,101.2,103,11.4,4,2,56.69
33,0,0,0,213.9,88,239.8,119,148.7,71,9.8,14,2,66.08
112,0,0,0,115.8,108,243.3,111,184.6,78,13.1,5,1,52.22
108,0,1,30,276.6,99,220.1,113,177.9,95,9.8,6,2,76.39
136,0,1,21,179.4,88,181.1,97,320.7,120,9.5,4,2,62.89
128,0,0,0,187.3,84,270.8,95,206.4,68,10.1,5,1,66.88
27,0,0,0,201.2,128,227.2,100,145.8,91,8.4,3,2,62.34
161,1,0,0,189.6,78,267.4,117,184.5,137,1.3,6,1,63.61
33,0,1,35,186.8,124,261,69,317.8,103,15,5,0,72.3
120,0,1,31,153.5,83,219.1,96,237.4,76,11.4,4,0,58.48
113,0,0,0,187.6,97,208.2,118,158.9,101,8.7,6,2,59.09
122,1,0,0,230.9,132,243.2,99,182.4,57,11,2,0,71.1
148,0,1,26,244.9,150,118,138,236,91,15.2,4,2,66.38
74,0,0,0,230.9,93,223,78,157.8,101,9.7,2,3,67.93
106,0,0,0,187.1,104,250.2,117,144.9,81,11,3,1,62.57
179,0,0,0,170.7,54,191.1,108,214.6,107,13.3,4,1,58.51
149,1,1,28,126.9,97,166.9,102,145.2,77,8.8,3,5,44.67
77,0,0,0,189.5,112,207,95,214.1,91,9.2,7,0,61.93
127,1,0,0,176.9,110,167.9,100,182.2,138,7.7,2,1,54.62
80,0,0,0,161.1,99,198.8,81,228.4,116,10.6,4,1,57.43
106,0,0,0,169.4,107,197.2,71,202.2,79,10.7,4,1,57.55
61,0,1,20,254.4,133,161.7,96,251.4,91,10.5,4,0,71.14
135,1,1,24,127.7,54,215,105,234.3,84,5.8,4,2,52.1
115,0,1,26,170.5,107,217.2,77,225.7,71,13.6,5,6,61.28
167,1,0,0,219.1,100,242.9,90,168.9,101,10.1,4,2,68.23
107,1,0,0,273.5,104,183.8,68,153.8,67,11,9,2,72.01
112,1,0,0,161.9,138,200.9,114,134,134,10.7,4,1,53.52
35,0,1,27,241.7,87,142,101,288.9,68,9.4,4,1,68.7
103,1,0,0,62.8,124,170.4,66,280.2,78,9.4,4,3,40.31
107,0,1,22,281.1,83,143.7,130,239.4,128,11.2,9,1,73.79
69,0,0,0,228.2,70,263.7,80,142.6,60,10.7,5,3,70.51
85,0,0,0,209.8,82,194.5,94,200.4,85,11.3,3,0,64.27
24,0,0,0,265.6,86,208.8,102,182.5,105,11.1,6,2,74.11
90,0,0,0,214.9,97,117.8,117,133.7,78,11.8,2,2,55.75
137,0,0,0,110.5,79,223.2,111,169.5,64,10.5,3,3,48.23
92,1,1,45,281.1,88,198,103,94.3,76,7.5,3,0,70.89
38,0,0,0,137.8,86,286.3,76,167,77,14.1,3,2,59.1
69,1,1,33,271.5,98,253.4,102,165.4,85,8.2,2,1,77.35
45,0,0,0,112.8,108,218.8,120,240.2,106,9,3,2,51.02
73,0,0,0,187.3,118,239.7,90,167.5,108,15.1,2,1,63.83
92,0,0,0,197,84,269.3,105,158.9,105,10.8,4,1,66.45
113,0,1,32,180.4,89,129.4,124,166.9,124,8.4,2,1,51.45
68,1,0,0,148.5,126,219.4,125,198.5,121,14.5,7,1,56.75
135,0,1,22,197.1,113,259.4,95,134.7,135,14.6,5,2,65.56
100,0,1,26,153.7,115,137.8,146,213.5,104,15.9,5,1,51.74
96,0,1,27,261.3,96,220.9,101,179.4,97,11.3,2,1,74.32
108,0,0,0,246.2,102,202.4,134,180.1,95,9.4,5,1,69.69
84,0,0,0,191,88,318.8,119,247.3,79,6.5,4,0,72.46
134,0,0,0,208.3,86,253.6,89,291,86,12.6,3,1,73.47
72,0,0,0,253,73,219.3,78,210.8,89,9.8,4,0,73.79
83,0,0,0,202.3,87,201.5,111,101.7,82,6.8,4,0,57.94
137,0,0,0,174.4,120,156.3,98,136.5,121,10.2,5,0,51.83
56,0,1,30,127.1,89,172.1,116,194.6,111,12.1,3,1,48.27
61,1,1,16,143.5,76,242.6,58,147.7,95,11.3,3,0,54.72
171,0,1,17,186.9,94,240,138,200.9,64,5.8,3,1,62.78
123,0,0,0,194,118,242,114,146.3,108,12.1,4,1,63.4
58,0,0,0,234.8,89,106.8,131,178.5,122,9.9,6,0,59.7
156,0,0,0,123.7,96,103,80,189.4,82,13.1,4,1,41.85
166,0,0,0,173.9,103,276.4,83,190.8,113,15.3,5,0,65.77
75,0,1,41,130.9,115,203.4,110,171.7,68,12.4,4,1,50.62
75,0,0,0,314.6,102,169.8,86,285.1,100,5.7,3,2,82.28
83,0,0,0,227.9,78,207.5,115,211.7,100,12.1,5,1,69.18
243,0,0,0,95.5,92,163.7,63,264.2,118,6.6,6,2,43.82
153,0,0,0,185.3,127,208,73,206.1,124,15.1,3,1,62.53
150,0,0,0,146.3,133,202.7,95,234.7,103,13.1,3,1,56.2
92,0,1,16,184,99,76.4,134,185.1,96,12.7,3,2,49.53
80,0,0,0,105.8,110,43.9,88,189.6,87,13.1,5,0,33.79
134,0,0,0,178,110,153.8,64,236.6,105,11.7,4,1,57.14
77,0,1,24,149.4,74,123.9,72,174.3,84,10.1,6,1,46.5
147,0,0,0,209.4,104,132.5,78,149.4,123,11.3,3,2,56.63
74,0,0,0,172.1,105,211.7,99,182.2,105,11.6,6,1,58.58
138,1,0,0,169.3,82,217.9,147,184.2,77,9.4,9,1,58.13
143,0,0,0,119.1,117,287.7,136,223,100,12.2,4,0,58.03
64,0,0,0,194.2,147,173.4,87,268.7,114,5.5,2,2,61.33
120,0,0,0,198.8,56,230.1,73,119.8,81,9.9,3,2,61.42
121,1,0,0,167.7,94,93.7,121,241.3,115,13.4,1,3,50.95
88,0,0,0,202.2,86,216.8,93,239.4,99,11.8,2,2,66.76
87,0,0,0,322.5,106,204.6,93,186.2,128,9.4,4,2,83.14
100,0,0,0,216.2,107,215.6,84,138.4,127,10.2,3,0,64.06
104,0,0,0,76.4,116,115.6,74,226.3,94,9.4,3,3,35.54
27,0,0,0,72.7,75,208.6,117,65.8,71,9.9,3,1,35.72
81,0,1,31,210.4,100,225.5,97,168.7,120,9.7,4,0,65.15
64,1,1,33,127.2,93,162.9,104,247.4,109,8.1,13,0,48.79
107,0,1,28,201.8,79,304.9,128,225.6,133,11.9,8,1,73.59
88,0,1,17,219.5,78,222.1,94,188.3,92,16.1,5,1,69.02
111,0,0,0,99.3,112,270.5,136,225.3,94,9,6,3,52.44
77,0,0,0,239.2,114,150,115,160.8,81,10.3,2,5,63.43
67,1,0,0,120.9,58,235,88,95.1,130,11.4,11,2,47.89
102,0,0,0,224.7,81,129.4,112,167.6,109,15.8,6,1,61.01
146,0,1,19,176.6,88,162.7,66,215.5,98,14.6,6,1,57.49
144,0,1,51,283.9,98,192,109,196.3,85,10,4,1,76.11
96,0,0,0,180.6,92,190.9,114,295.6,125,10.3,4,1,63.01
70,0,1,31,125.9,101,196.4,102,252.7,75,10.3,4,1,52.24
149,0,0,0,237.6,79,192.4,107,207.4,111,9.1,9,0,68.53
129,0,0,0,198.4,91,264.7,106,111.4,101,9.2,2,2,63.72
166,0,0,0,274.3,110,52.9,109,246.1,119,10.9,5,0,65.14
136,1,0,0,199.6,89,211.4,96,72.4,84,11,4,3,58.13
149,0,0,0,217.7,91,273.5,74,226.9,99,9.6,3,3,73.06
70,0,0,0,134.7,96,235.9,90,260.2,113,7.6,6,3,56.71
120,0,1,24,212.7,73,257.5,103,227.8,119,9.7,13,2,70.92
66,0,0,0,256.3,135,180.2,106,187.3,135,6.2,7,2,68.99
104,0,0,0,183.6,133,120.7,98,215.1,112,12.7,2,1,54.58
160,0,0,0,176.2,90,196,115,263.9,95,9.2,4,1,60.97
129,0,1,37,205,94,165.4,103,185,81,11.7,8,1,60.39
93,0,0,0,267.9,114,223,74,262.7,90,11.3,3,3,79.37
169,0,0,0,179.2,111,175.2,130,228.6,92,9.9,6,2,58.31
58,0,0,0,149.4,145,196.5,105,209.5,108,14.9,3,1,55.55
75,0,1,38,163.6,132,146.7,113,345.8,115,13.1,3,3,59.38
45,0,0,0,207.6,71,152.7,94,217.8,125,12.4,13,1,61.42
155,0,0,0,165.4,108,183.7,103,80.2,108,8.9,4,3,49.74
52,0,0,0,209.8,114,171.3,82,154.6,119,9.9,9,4,59.86
119,0,1,27,220.1,128,268.2,133,146.5,80,11.1,3,0,69.81
86,0,0,0,141.3,72,154.3,95,210.6,91,8.2,5,1,48.83
42,0,0,0,196.5,89,241.3,123,143.2,105,4,7,0,61.44
127,1,0,0,180.9,114,209.5,118,249.9,105,7.4,4,2,61.81
123,0,0,0,105,150,251.6,90,258,93,14.9,5,0,54.87
98,0,0,0,271.4,119,190.4,102,284.7,118,11.1,6,4,78.13
149,0,1,43,206.7,79,174.6,122,241.5,80,10.9,3,1,63.79
160,0,0,0,166.8,109,236,117,307.6,77,9.3,1,1,64.77
103,0,0,0,204.9,107,135.2,102,208.2,106,10.4,3,5,58.5
132,0,1,15,154.6,128,245.6,106,148.6,90,9.1,4,1,56.31
137,0,0,0,127,107,323.2,75,143.9,127,7.5,2,1,57.57
129,1,0,0,267.4,78,204.2,85,111.7,146,5.9,4,1,69.44
62,0,0,0,281,66,160.6,108,77.9,74,0,0,1,64.93
122,0,1,33,270.8,96,220.4,110,169.9,104,11.8,8,4,75.61
32,0,0,0,171.2,82,185.6,102,203.3,64,10.2,7,1,56.78
86,0,0,0,124.1,82,202.6,120,289.6,119,6.7,8,3,53.16
130,0,0,0,162.8,113,290.3,111,114.9,140,7.2,3,1,59.47
42,0,0,0,146.3,84,255.9,113,45,117,8,12,1,50.81
73,0,0,0,254.8,85,143.4,80,153.9,102,15,7,2,66.49
66,0,1,26,254.9,108,243.2,135,190.8,95,5.4,3,2,74.05
103,0,1,31,107.7,124,188.9,104,196.2,98,8.9,3,0,45.6
128,0,0,0,158.8,75,264.8,91,270,77,7.6,7,1,63.71
104,0,0,0,182.9,113,239.6,85,229.8,104,5.5,4,2,63.29
103,0,0,0,198.5,112,42.5,90,179.2,124,12.4,5,0,48.77
124,0,0,0,178.4,72,233.6,134,179.4,91,12,2,0,61.5
87,0,0,0,110.9,91,158.5,115,207.5,131,6.2,5,1,43.33
109,0,1,27,166.9,85,221.2,92,197.3,97,12.3,4,1,59.37
167,1,0,0,244.8,91,60.8,105,176.7,110,10.7,3,2,57.63
97,0,0,0,120.8,96,169.8,101,194.1,63,11.9,3,4,46.91
106,0,0,0,165.3,118,210,101,187.2,93,8.5,3,2,56.67
125,0,0,0,126.7,113,155.5,131,206.2,112,14.4,7,2,47.93
108,0,1,35,215.9,106,200.6,107,195.4,107,15.5,7,0,66.73
125,0,0,0,140.1,132,209.6,126,264.1,77,8,2,1,55.68
89,0,1,32,209.9,113,249.8,104,224.2,92,8.7,7,1,69.35
72,1,1,29,139.8,114,138.2,91,221,88,5.5,6,0,46.96
23,0,0,0,321.6,107,251.6,115,141.1,158,11.3,3,2,85.46
149,0,0,0,166.6,61,218.8,107,208.3,131,8.2,6,7,58.5
73,0,0,0,214.2,90,196.8,78,157.9,112,5.9,8,0,61.84
61,0,0,0,260,123,210.5,127,234.7,70,9,3,1,75.08
161,0,0,0,191.9,113,70.9,87,204.8,107,13.4,4,4,51.49
73,0,0,0,213,95,188.8,104,136.2,89,13.5,3,0,62.04
118,0,1,24,118.1,83,109.6,72,245.5,73,16.9,2,1,45.01
23,0,0,0,190.2,89,166.4,108,219.8,73,15,4,6,60.41
127,0,1,25,82.2,95,163.3,109,264.9,104,5.1,6,0,41.15
42,0,1,32,163.8,80,177.8,123,190.4,106,8.1,5,0,53.72
118,0,0,0,267.8,145,316.4,121,208.6,91,14.4,11,5,85.7
45,0,0,0,159.8,91,120.4,86,163,93,10.6,3,2,47.6
50,0,1,24,214.3,129,289.8,55,312.5,130,10.6,4,1,77.98
179,0,0,0,287.3,123,288,114,266,112,10.5,4,0,88.13
152,0,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,40.2
105,0,0,0,102.8,74,281.7,125,228.1,113,13.2,5,2,55.24
72,0,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,43.93
52,0,0,0,215.9,67,217,108,342.8,130,5.2,2,1,71.98
125,0,0,0,203.4,110,128.7,97,190.5,113,11,4,1,57.06
143,0,0,0,110.1,113,169,59,166.7,94,9.2,2,1,43.07
65,0,0,0,111,51,219.8,84,202,89,4.4,14,1,47.83
80,0,0,0,239.9,121,142.3,51,364.3,106,9.3,5,1,71.78
1,0,0,0,144.8,107,112.5,66,218.7,79,13.8,3,1,47.75
60,0,0,0,135.4,134,205.9,85,204,103,7.9,4,1,51.83
43,0,0,0,84.2,134,80.8,103,196.1,79,10.8,2,1,32.92
143,0,0,0,209.1,127,106.1,80,179.6,90,14,6,0,56.43
81,0,1,24,130.1,117,196,61,139.3,123,11.4,5,0,48.13
205,0,1,24,175.8,139,155,98,180.7,64,7.8,5,2,53.31
24,0,0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,64.89
74,0,0,0,136.7,106,228.6,105,265.3,114,9.8,4,0,57.26
77,0,0,0,67.7,68,195.7,86,236.5,137,12,2,1,42.02
74,0,0,0,200.4,87,309.2,105,152.1,118,10,2,1,69.89
74,1,0,0,125.8,103,207.7,96,207.4,143,14.1,4,1,52.18
200,0,0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,44.12
86,0,0,0,226.3,88,223,107,255.6,92,13,3,4,72.44
91,0,1,37,162.3,107,233.9,115,277.4,94,9.2,4,0,62.43
76,0,0,0,224.4,121,147.9,97,183.8,74,6.7,2,2,60.8
130,0,0,0,120.5,127,189.7,52,270.1,107,14.3,2,1,52.62
56,0,0,0,91.1,90,179.3,115,300.7,89,11.9,8,2,47.47
117,0,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,62.63
63,0,0,0,153.5,81,287.3,115,230.2,85,6.5,5,2,62.64
126,0,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,61.51
132,0,0,0,191.9,107,206.9,127,272,88,12.6,2,1,65.85
81,0,1,28,167.9,147,190.7,105,193,103,9.2,6,4,55.92
122,0,0,0,180,88,145,77,233.7,120,11.5,6,2,56.56
46,0,0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,78.77
150,0,1,28,174.4,75,169.9,80,201.6,130,11,4,1,56.13
99,0,0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,54.14
87,0,0,0,237.2,124,222.6,87,173.3,81,11,3,1,70.01
108,0,0,0,103,129,242.3,103,170.2,89,7.9,3,1,47.9
101,0,0,0,153.8,89,234,89,196.3,77,11.6,2,4,58
53,0,0,0,205.1,86,160.5,95,149.5,142,10.7,2,3,58.13
132,0,1,39,175.7,93,187.2,94,225.5,118,8.6,3,2,58.25
158,0,0,0,155.9,123,224.2,112,221,116,8.6,8,2,57.83
114,0,1,34,154.4,109,221.4,142,208.5,103,10.3,5,0,57.23
77,0,1,23,209.7,73,183.6,63,205.5,111,7.1,3,2,62.43
144,1,0,0,150,69,285.9,73,190.6,121,9.4,15,0,60.92
91,0,1,23,232.4,97,186,88,190.5,128,12.3,3,3,67.21
58,0,0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,50.13
5,0,0,0,199.2,106,187.3,12,214,85,13.3,3,3,63
97,0,0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,72.14
107,0,0,0,212.1,95,150.1,88,219.8,111,7.7,2,3,60.79
142,0,1,30,154,75,165.8,97,270,83,10.8,5,1,55.34
9,0,1,31,193.8,130,202.6,98,191.2,102,13.3,2,1,62.36
73,0,0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,59.71
48,0,1,22,152,63,258.8,131,263.2,109,15.7,5,2,63.92
43,0,0,0,230.2,147,186.7,121,128.4,100,9.2,3,0,63.26
122,0,1,33,174.9,103,248.2,105,164.6,116,13.5,3,1,61.89
93,0,0,0,190.2,68,262.2,64,130,92,8.8,4,0,62.85
85,0,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,62.1
59,0,0,0,160.9,95,251.2,65,273.4,97,5,5,3,62.35
87,0,0,0,228.7,90,163,99,154.1,90,11.8,3,1,62.86
137,0,0,0,144,90,181.6,100,128.1,93,12.3,2,0,49
21,0,1,31,135.9,90,271,84,179.1,89,9.5,7,6,56.77
129,0,0,0,334.3,118,192.1,104,191,83,10.4,6,0,84.56
104,0,0,0,130.5,77,131.2,117,264.7,63,13,6,0,48.76
93,0,1,21,134.2,105,162.5,128,186.6,90,11.8,2,4,48.21
63,0,0,0,278,102,266.4,114,224.1,118,13.1,4,4,83.52
161,0,0,0,105.4,70,214.8,122,223.6,126,7.8,5,0,48.35
50,0,0,0,188.9,94,203.9,104,151.8,124,11.6,8,3,59.4
103,0,1,24,111.8,85,239.6,102,268.3,81,6.9,4,1,53.31
84,0,1,33,159.1,106,149.8,101,213.4,108,13,18,1,52.89
92,0,0,0,212.4,105,224.6,118,221.3,105,9,4,1,67.59
77,0,0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,61.74
64,1,0,0,346.8,55,249.5,79,275.4,102,13.3,9,1,96.15
159,0,1,15,113.9,102,145.3,146,195.2,137,11.8,9,1,43.68
110,1,1,27,267.9,103,263.3,74,178.1,106,8.3,2,1,78.17
138,0,0,0,171.4,117,115.2,128,224.5,115,17,4,3,53.62
178,0,0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,73.05
38,0,1,31,197.2,118,249.9,70,298.9,104,3.9,2,0,69.26
50,0,1,35,192.6,97,135.2,101,216.2,101,7.9,2,2,56.09
45,0,1,26,91.7,104,150.6,119,63.3,103,7.7,5,1,33.32
70,0,0,0,126.3,99,141.6,106,255.9,96,9.6,2,0,47.62
147,0,1,33,251.5,107,234.1,110,213.4,87,10.4,6,3,75.07
94,0,0,0,190.6,108,152.3,95,144.7,97,7.5,5,1,53.89
179,0,0,0,116.1,101,201.8,99,181.9,103,11.6,5,0,48.21
116,0,0,0,217.3,91,216.1,95,148.1,76,11.3,3,2,65.02
59,0,0,0,179.4,80,232.5,99,175.8,105,14.7,3,0,62.14
165,0,0,0,207.7,109,164.8,94,54.5,91,7.9,3,0,53.9
133,0,0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,75.29
140,0,0,0,125.3,84,167.6,121,260.6,94,8.4,4,1,49.55
93,0,1,32,138.1,91,167.3,72,238.9,115,6.8,3,2,50.29
52,0,1,38,169.3,88,225.9,97,172,86,8.2,3,0,57.93
64,0,1,27,201.3,101,143.8,89,150.2,127,12.3,3,1,56.52
12,1,0,0,216.7,117,116.5,126,220,110,9.8,4,2,59.29
48,0,0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,67.6
181,0,0,0,143.3,91,195.5,58,223.3,95,6,7,1,52.65
168,0,1,42,97.4,57,203.6,98,173.9,124,11.4,2,2,44.78
155,0,0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,55.72
105,0,0,0,246.4,83,256.2,101,169,151,3.8,4,0,72.31
11,0,0,0,143.4,130,289.4,50,194,100,9.7,6,2,60.33
182,0,0,0,104.9,111,198.5,120,258.2,91,8,5,2,48.48
104,0,0,0,156.2,93,193,54,222.7,94,13.1,5,1,56.52
102,0,0,0,114.8,125,81.9,126,304.3,101,12,4,0,43.41
122,0,0,0,232.5,96,205.5,120,213.7,91,11.9,2,0,69.83
41,0,0,0,143.6,117,152.4,108,194.4,110,8.6,3,1,48.43
132,0,0,0,176.7,132,244.1,80,176.3,120,9.1,4,2,61.18
76,0,0,0,263.4,148,230.3,69,170.6,101,11.4,5,1,75.12
13,0,0,0,146.4,74,148.5,92,216.7,96,11.3,3,1,50.31
115,0,1,33,145,72,194.5,157,242.3,138,14.2,3,2,55.91
67,0,0,0,167.8,91,167.7,69,110.3,71,8.4,12,1,50.01
154,0,0,0,166.9,99,154.9,97,189.4,89,7.2,5,0,52
100,0,0,0,142.5,87,195.7,88,122.1,117,7.8,8,2,48.46
146,1,0,0,133,65,262.8,93,214.3,128,11.2,3,1,57.61
148,0,1,11,252.9,129,284.3,88,262.8,99,12.3,1,1,82.31
67,0,1,28,95,94,291.2,73,159.6,114,10,2,2,50.78
161,1,0,0,194.2,106,249.4,105,254.9,129,12.9,1,1,69.16
70,0,0,0,222.8,114,215.9,113,223.5,122,0,0,1,66.29
116,0,0,0,201.8,82,231.5,95,226.1,130,16.5,5,0,68.62
99,0,1,42,216,125,232.3,104,215.5,100,9.3,4,2,68.68
87,0,0,0,146.3,108,171.8,102,167.5,66,5.3,9,1,48.44
87,0,0,0,234.8,85,140.9,91,204.3,93,9.5,5,1,63.66
70,0,0,0,198.6,111,213.9,115,171.2,105,10.6,6,2,62.5
131,0,0,0,94.4,80,215.1,101,179.7,108,13.1,9,2,45.96
119,0,0,0,190.4,74,215.6,113,161.2,111,10,1,2,60.65
119,0,1,32,142.6,77,208.2,126,171,102,12,2,3,52.87
87,1,0,0,134.2,80,165,71,173.1,102,10.7,5,0,47.52
112,0,0,0,111.9,92,114,143,146.8,79,14.1,3,5,39.13
75,0,0,0,122.8,89,211.3,104,261.4,91,10.7,2,2,53.49
150,0,0,0,189.3,77,220.9,105,238.7,117,9.2,5,4,64.18
161,0,1,38,240.4,112,201.8,102,206.1,112,16.1,6,0,71.64
91,1,1,24,93.5,112,183.4,128,240.7,133,9.9,3,0,44.99
124,0,0,0,158.6,104,211.2,77,179.3,104,10.2,8,3,55.73
94,1,0,0,243.2,109,147,88,94.9,99,7.2,4,4,60.05
217,0,0,0,176.4,115,158.8,128,306.6,107,9.3,3,4,59.8
158,0,0,0,220.9,129,242.2,108,233.3,75,6.4,5,0,70.37
102,0,0,0,144.4,87,266.5,128,217.6,59,7.1,7,0,58.91
85,0,0,0,212.3,107,228.4,103,163.3,116,7.7,3,0,64.93
79,0,0,0,147,72,165.7,102,243.2,107,8.4,9,1,52.28
139,0,1,25,96.2,112,178.9,70,182.1,84,12.9,10,2,43.23
103,0,0,0,263.4,118,179.1,69,214.7,112,10.3,2,0,72.44
98,1,0,0,12.5,67,256.6,90,169.4,88,7.7,9,1,33.64
78,0,0,0,162.3,116,192.4,86,240.6,100,10.1,3,2,57.5
50,0,0,0,183.6,107,58.6,118,202.6,99,8.7,3,1,47.66
161,0,0,0,178.1,109,146.5,86,137.6,78,8.5,2,1,51.22
67,0,0,0,201.4,101,97.6,122,202.5,119,7,3,0,53.54
86,0,1,38,123,158,133.9,119,138.2,103,13.3,4,1,42.1
92,0,0,0,208,125,198.9,76,76.4,97,8.6,6,0,58.03
174,0,0,0,239.2,72,188.5,124,105.6,116,8.8,3,1,63.81
124,0,0,0,193,97,89.8,99,172.8,104,15.3,3,1,52.35
132,0,1,31,174.5,101,245.6,105,172.8,76,10.3,9,1,61.11
190,0,1,26,116.7,71,145.9,88,175.1,103,9.9,3,1,42.79
101,0,0,0,93.8,127,150,104,241.1,116,10.7,2,1,42.44
185,1,1,30,154.1,114,118.7,106,258.4,105,12.9,3,2,51.4
68,0,1,29,239.5,82,203.8,105,167.8,70,9.9,6,0,68.26
117,0,1,25,216,140,224.1,69,267.9,112,11.8,4,0,71.02
118,0,0,0,187.4,97,177.8,89,233.4,97,12.2,6,1,60.76
124,0,0,0,167.4,119,233.2,143,109.6,115,10.3,5,0,55.99
22,0,0,0,160.4,108,218.1,88,192.9,115,12.5,4,1,57.87
75,0,0,0,143.2,92,209.1,142,173,96,11.9,9,1,53.11
134,0,0,0,205.3,122,240.5,155,179.1,107,5,9,1,64.75
164,0,1,25,219.1,88,151.5,99,50.1,60,14.3,6,1,56.24
44,0,0,0,143.2,77,169.8,114,215.8,77,7.6,4,1,50.53
177,0,0,0,232.8,106,175.2,97,212.2,77,12.5,7,2,67.4
110,0,0,0,162,81,247.5,89,155.5,99,8.9,8,0,57.98
53,0,1,27,25.9,119,206.5,96,228.1,64,6.5,7,1,33.97
108,0,0,0,154.2,123,112.3,86,246.4,75,15.4,4,4,51.01
80,0,0,0,322.3,113,222,95,162.8,123,6.7,8,0,82.8
158,0,0,0,209.9,112,221.3,82,210,93,8.2,3,1,66.15
114,0,0,0,191.5,88,175.2,78,220.3,118,0,0,0,57.36
64,0,1,19,291.1,150,226.7,123,219.1,67,7.5,2,1,80.65
88,0,0,0,215.6,115,216.2,85,171.3,65,11.8,1,3,65.93
82,1,0,0,208.8,101,213.7,87,175.1,86,12.4,6,3,64.89
111,0,0,0,255.9,97,204.1,129,171.3,84,12.3,5,3,71.88
60,0,0,0,252.7,97,221.1,121,109.9,100,12.4,4,2,70.05
113,0,0,0,132.1,72,247.5,107,246.2,123,6.9,6,3,56.44
109,0,0,0,217,115,207,142,268,106,8.2,4,1,68.76
105,0,1,42,101.9,79,223.1,97,241.6,77,12.9,2,0,50.63
85,0,0,0,211.5,100,184.6,88,164.3,131,13.3,4,2,62.63
131,0,0,0,153.4,86,198.5,81,164.4,83,10.4,3,0,53.16
59,0,0,0,166.3,95,239.3,87,123.2,108,10,3,2,56.85
148,0,0,0,185.2,87,170.4,96,165.1,104,9.5,13,1,55.96
210,0,0,0,104.6,121,149.5,71,255.1,67,6.5,8,2,43.73
115,0,0,0,245.2,105,159,109,229.9,74,7.2,8,0,67.49
106,0,0,0,274.4,120,198.6,82,160.8,62,6,3,1,72.39
93,0,0,0,98.4,78,249.6,129,248.2,114,14.2,4,1,52.95
57,0,1,29,279.9,121,223.1,109,251.7,94,13,2,1,81.38
98,0,0,0,187.2,127,195.6,88,181.8,129,5.1,4,1,58.01
157,0,0,0,276.2,95,165.8,119,151.6,79,2.2,4,3,68.45
116,0,1,35,200.4,104,272.8,89,214.5,100,8.3,4,1,69.15
30,0,0,0,162.3,96,244,122,180.1,89,9.1,4,2,58.89
111,0,0,0,176.9,128,102.8,56,213.7,84,10.5,2,4,51.27
52,0,0,0,165.5,78,205.5,89,213.6,124,12.2,6,0,58.51
72,0,0,0,217.8,93,189.7,113,182.6,91,10.4,5,4,64.18
135,0,1,28,201.4,100,246.5,117,154.8,131,12.9,4,2,65.64
86,0,0,0,190.5,115,179.6,130,258.5,89,10.1,5,3,62.02
98,0,1,29,179.9,97,189.2,89,164.3,76,12.8,7,3,57.51
151,0,0,0,235.9,104,80.6,91,212.8,116,5.8,2,3,58.1
118,0,0,0,140.4,112,187.1,60,207.9,155,7.9,1,0,51.26
117,0,0,0,144.6,115,258.8,66,253.2,113,7.4,9,2,59.97
55,0,0,0,189,100,118.5,99,248.1,87,17.1,6,0,57.98
82,0,0,0,101,93,155.6,104,304.4,93,13.3,2,0,47.69
152,0,0,0,206.3,98,292.8,82,43.7,121,10.6,4,1,64.79
108,0,1,15,165.1,85,267,93,250.7,114,10.9,4,1,64.99
98,0,0,0,165,129,202.6,113,172.3,94,12.5,7,1,56.4
130,0,0,0,155.9,95,256.1,97,262.9,103,11.7,3,3,63.26
